Date,Open
14/09/2022,154.789993
15/09/2022,154.649994
16/09/2022,151.210007
19/09/2022,149.309998
20/09/2022,153.399994
21/09/2022,157.339996
22/09/2022,152.380005
23/09/2022,151.190002
26/09/2022,149.660004
27/09/2022,152.740005
28/09/2022,147.639999
29/09/2022,146.100006
30/09/2022,141.279999
03/10/2022,138.210007
04/10/2022,145.029999
05/10/2022,144.070007
06/10/2022,145.809998
07/10/2022,142.539993
10/10/2022,140.419998
11/10/2022,139.899994
12/10/2022,139.130005
13/10/2022,134.990005
14/10/2022,144.309998
17/10/2022,141.070007
18/10/2022,145.490005
19/10/2022,141.690002
20/10/2022,143.020004
21/10/2022,142.869995
24/10/2022,147.190002
25/10/2022,150.089996
26/10/2022,150.960007
27/10/2022,148.070007
28/10/2022,148.199997
31/10/2022,153.160004
01/11/2022,155.080002
02/11/2022,148.949997
03/11/2022,142.059998
04/11/2022,142.089996
07/11/2022,137.110001
08/11/2022,140.410004
09/11/2022,138.5
10/11/2022,141.240005
11/11/2022,145.820007
14/11/2022,148.970001
15/11/2022,152.220001
16/11/2022,149.130005
17/11/2022,146.429993
18/11/2022,152.309998
21/11/2022,150.160004
22/11/2022,148.130005
23/11/2022,149.449997
25/11/2022,148.309998
28/11/2022,145.139999
29/11/2022,144.289993
30/11/2022,141.399994
01/12/2022,148.210007
02/12/2022,145.960007
05/12/2022,147.770004
06/12/2022,147.070007
07/12/2022,142.190002
08/12/2022,142.360001
09/12/2022,142.339996
12/12/2022,142.699997
13/12/2022,149.5
14/12/2022,145.350006
15/12/2022,141.110001
16/12/2022,136.690002
19/12/2022,135.110001
20/12/2022,131.389999
21/12/2022,132.979996
22/12/2022,134.350006
23/12/2022,130.919998
27/12/2022,131.380005
28/12/2022,129.669998
29/12/2022,127.989998
30/12/2022,128.410004
