Date,Open
07/07/2021,143.539993
08/07/2021,141.580002
09/07/2021,142.75
12/07/2021,146.210007
13/07/2021,144.029999
14/07/2021,148.100006
15/07/2021,149.240005
16/07/2021,148.460007
19/07/2021,143.75
20/07/2021,143.460007
21/07/2021,145.529999
22/07/2021,145.940002
23/07/2021,147.550003
26/07/2021,148.270004
27/07/2021,149.119995
28/07/2021,144.809998
29/07/2021,144.690002
30/07/2021,144.380005
02/08/2021,146.360001
03/08/2021,145.809998
04/08/2021,147.270004
05/08/2021,146.979996
06/08/2021,146.350006
09/08/2021,146.199997
10/08/2021,146.440002
11/08/2021,146.050003
12/08/2021,146.190002
13/08/2021,148.970001
16/08/2021,148.539993
17/08/2021,150.229996
18/08/2021,149.800003
19/08/2021,145.029999
20/08/2021,147.440002
23/08/2021,148.309998
24/08/2021,149.449997
25/08/2021,149.809998
26/08/2021,148.350006
27/08/2021,147.479996
30/08/2021,149
31/08/2021,152.660004
01/09/2021,152.830002
02/09/2021,153.869995
03/09/2021,153.759995
07/09/2021,154.970001
08/09/2021,156.979996
09/09/2021,155.490005
10/09/2021,155
13/09/2021,150.630005
14/09/2021,150.350006
15/09/2021,148.559998
16/09/2021,148.440002
17/09/2021,148.820007
20/09/2021,143.800003
21/09/2021,143.929993
22/09/2021,144.449997
23/09/2021,146.649994
24/09/2021,145.660004
27/09/2021,145.470001
28/09/2021,143.25
29/09/2021,142.470001
30/09/2021,143.660004
01/10/2021,141.899994
04/10/2021,141.759995
05/10/2021,139.490005
06/10/2021,139.470001
07/10/2021,143.059998
08/10/2021,144.029999
11/10/2021,142.270004
12/10/2021,143.229996
13/10/2021,141.240005
14/10/2021,142.110001
15/10/2021,143.770004
18/10/2021,143.449997
19/10/2021,147.009995
20/10/2021,148.699997
21/10/2021,148.809998
22/10/2021,149.690002
25/10/2021,148.679993
26/10/2021,149.330002
27/10/2021,149.360001
28/10/2021,149.820007
29/10/2021,147.220001
01/11/2021,148.990005
02/11/2021,148.660004
03/11/2021,150.389999
04/11/2021,151.580002
05/11/2021,151.889999
08/11/2021,151.410004
09/11/2021,150.199997
10/11/2021,150.020004
11/11/2021,148.960007
12/11/2021,148.429993
15/11/2021,150.369995
16/11/2021,149.940002
17/11/2021,151
18/11/2021,153.710007
19/11/2021,157.649994
22/11/2021,161.679993
23/11/2021,161.119995
24/11/2021,160.75
26/11/2021,159.570007
29/11/2021,159.369995
30/11/2021,159.990005
01/12/2021,167.479996
02/12/2021,158.740005
03/12/2021,164.020004
06/12/2021,164.289993
07/12/2021,169.080002
08/12/2021,172.130005
09/12/2021,174.910004
10/12/2021,175.210007
13/12/2021,181.119995
14/12/2021,175.25
15/12/2021,175.110001
16/12/2021,179.279999
17/12/2021,169.929993
20/12/2021,168.279999
21/12/2021,171.559998
22/12/2021,173.039993
23/12/2021,175.850006
27/12/2021,177.089996
